text,label,source
driving local highway yesterday someone suddenly pulled front me. crashed faithful 1993 corvette! so heartbroken!,sad,empdial
jealous bos get paid much me. less work.,angry,empdial
running new job want get. think good chance!,joyful,empdial
get lonely times. rather alone abused though,sad,empdial
found old diary basement. brought back lot memory,content,empdial
get foot checked doctor recently.,anxious,empdial
startled find snake yard day ago.,anxious,empdial
feel bad work too much dont see daughter.,sad,empdial
couple week ago amusement park friends. talked going crazy new roller coaster even though hate them. gave ended getting stuck top evcacuated.,anxious,empdial
really inspired book read. speaks soul,joyful,empdial
upset daughter sleeping too late.,angry,empdial
"son want join soccer, want take practice bit ashamed that.",sad,empdial
remember first day high school. nervous not sure going okay.,anxious,empdial
expecting call someone today. tell gender baby!,joyful,empdial
"day saw man take dog street, seeing dog couple day see dog street again, poor little thing.",anxious,empdial
suprising found cheap ticket la vega,anxious,empdial
driving home night car heading towards would not turn brights! damn near made miss curve coming up.,angry,empdial
niece learned ride bike! loved watching finally take training wheels!,joyful,empdial
finished class get real estate license. hope know enough pas state exam.,anxious,empdial
weekend get go beach. long time. one favorite place go.,joyful,empdial
mad day saw someone put huge dent car door!,angry,empdial
upset one employee submitted two week notice yesterday,angry,empdial
started learning rock climb local indoor climbing facility near finally got top tallest wall!,joyful,empdial
really get underneath skin see child try bully another child especially come family members. become fierce protector best keep peace. look though seems work best.,angry,empdial
one time took test calculus thought aced it. contrary actually bombed make really angry.,angry,empdial
"making decent money new job, enough afford pay bill put saving end month. guess like adult. kind weird stable track",content,empdial
took money brother's wallet buy beer. feel really guilty it.,sad,empdial
looking forward one favorite show coming back cancelled.,sad,empdial
hate go back college sometimes. always make upset leave friends.,sad,empdial
daughter took earbuds mall lost them. not cheap kind,angry,empdial
"heartbroken grandma passed away, not equipped handle",sad,empdial
so ready weekend. kid leaving get absolutely nothing,anxious,empdial
loved seeing nephew open birthday gifts. full pure happiness.,joyful,empdial
cheated diet,sad,empdial
tough find good online work. bill pay really eating up.,angry,empdial
"remember young, parent wanted know were, go looking bicycle lol",content,empdial
ate last piece cake.,sad,empdial
working hard waiter summer. kind fun since helped develop social skills.. one person even tipped 25 order like 8. caught guard someone wanted nice,anxious,empdial
very sure applying getting physical therapy school.,content,empdial
riding bike day heard creepy voice come bushes. said come need tell something .,anxious,empdial
enjoy gardening seeing hard work lead,anxious,empdial
"one time, told friend life outside city limit could bring recyclables house since city recycling offered lives. said want would too much work her.",angry,empdial
ready foreigner reunion concert.,anxious,empdial
giving friend access car thinking take good car,content,empdial
not sure want apply transfer job. would make money would move,anxious,empdial
miss kid little. loved hang me. teenager think weird.,content,empdial
lsot job girl friend broke me. everything falling apart.,sad,empdial
"got new place live, new job, new car. finally feel set long time. feeling stability feel so good.",content,empdial
old friend that's girl want go get drink tonight. not sure trap not.,anxious,empdial
coworker stole presentation idea claimed his!,angry,empdial
impressive lebron signed cavs,joyful,empdial
so grateful great parent,joyful,empdial
texted happy birthday yesterday. birthday today.,sad,empdial
girlfriend sent gift get 3 days. cannot wait see got,anxious,empdial
want throw away son's old trophies.,sad,empdial
"once, tried hard update cv per job description applied good position, however cv even pas screening level.",sad,empdial
four day school back session. could skip entire weekend.,anxious,empdial
cant believe best friend getting married said wanted single forever,anxious,empdial
free ice cream!,joyful,empdial
excited going vacation.,anxious,empdial
stayed watching netflix hour today,content,empdial
walking park saw people playing tennis remembered used enjoy playing.,content,empdial
pissed saw someone put dent door,angry,empdial
took first flight lesson. very nervous. instructor so calm confident figured nothing could go wrong.,content,empdial
leaving wife home war.,content,empdial
homesick college,sad,empdial
dog so caring lovely.,content,empdial
once. met beautiful girl chose best friend,angry,empdial
childhood holiday disneyworld,content,empdial
so well. can't believe made working going school summer,joyful,empdial
mosquito stop flying around face.,angry,empdial
left son babysitter first time recently. first time someone family watched him.,content,empdial
getting daughter ready daycaer,content,empdial
pissed saw someone left gate open dog missing.,angry,empdial
"friend never paid back money loaned him. even worse, act like never happened!",angry,empdial
tesla's new autopilot drove autonomously 4 mile,joyful,empdial
given huge discount grocery today. definitely not expecting it.,anxious,empdial
keep baseball card grandfather wallet times. meant so much proud accomplishment,sad,empdial
cant believe daughter performed so well recital. practiced so hard,joyful,empdial
dog pooped floor today. stepped tracked hosue,angry,empdial
god done so much life. owe everything,content,empdial
dad died last year,sad,empdial
"farted mall, got really embarrassed",sad,empdial
so mad! got charged double something got one of!,angry,empdial
one day walked front door coral snake laying there. jumped ran back inside!,anxious,empdial
entered contest win free vacation last month. much shock it! so going puerto rico free end month!,joyful,empdial
"so dry area lately , afraid might forest fires. live near mountain.",anxious,empdial
"came home clean house, dinner made bad day",anxious,empdial
impressed friend finally left ex.,joyful,empdial
hope family come home safe.,joyful,empdial
"colleague job took credit month work claimed no help them. worked end, that's never easy situation.",angry,empdial
"medium reboots, everywhere.",content,empdial
bet 50 forgotten about.,anxious,empdial
jealous people washer dryer. going laundromat stinks!,angry,empdial
"thought going get really great job interview, called tell hired someone else instead.",sad,empdial
felt so embarrassed yesterday. walked bathroom toilet paper stuck shoe.,sad,empdial
daughter got accepted headstart. thrilled.,joyful,empdial
stepmother died. very sad,sad,empdial
birthday party last week. got presents!,anxious,empdial
surprised dad got new truck. came no,anxious,empdial
month ago found old family photo album seen while.,content,empdial
"planning meeting father first time year since falling out. tentative meeting see end week, already canceled.",sad,empdial
got check mail yesterday,anxious,empdial
feel abandon days.,sad,empdial
"scared horror movies, never could tolerate",anxious,empdial
scared first day high school. not sure going go,anxious,empdial
baked cake kid's birthday party. someone dog got table got it. so upset him.,angry,empdial
watching alpha dogs. always get emotional end movie,sad,empdial
sick need treatment.,anxious,empdial
"went get car drive home work, another car parked right behind me, blocking me. tried calling number dashboard, ignored call. get police help leave.",angry,empdial
let friend borrow debit card day. needed put gas car work. brought right back.,content,empdial
can't believe actually lost much weight. 2 month,anxious,empdial
angry weekend. paycheck not come,angry,empdial
can't believe matt ryan got 30 million year.,anxious,empdial
worked two month expected nothing,content,empdial
so proud myself. started new job today!,joyful,empdial
every day faithful husband,content,empdial
dog always bark phone.,angry,empdial
"son start high school year. seems like yesterday, toddler pre school.",sad,empdial
got done first ever costume contest. ended winning second prize.,joyful,empdial
"went mall niece, suddenly started cry, lost purse money.",sad,empdial
"want move new york , buy new",anxious,empdial
really like people talk phone movies.,angry,empdial
hearing noise around house night.,anxious,empdial
submitted proposal new project hope get it. would high profile project would get u lot new client successful.,anxious,empdial
"growing up, mom always played lot aretha franklin. found passed bewildered.",sad,empdial
killing people second thoughts.,sad,empdial
"going hard time life, prayed made feel better.",content,empdial
perfectly fine single moment. give lot clarity time self reflect.,content,empdial
looking forward win,joyful,empdial
so piss democrats.,angry,empdial
like make grandmother old recipe sundays. reminds time together,sad,empdial
pirated game really enjoying feel guilty not supporting developers.,sad,empdial
found old picture dad yesterday.,sad,empdial
prize radio! getting gift card prize!,joyful,empdial
bought cat supposed live barn. very frustrating constantly come sits front door house instead. always move way try get inside.,angry,empdial
no roommate freshman year college,sad,empdial
daughter said first word yesterday. so happy impressed.,joyful,empdial
found baby failure thrive devoted time healing him.,content,empdial
studying non stop week test work. think ready it. best,content,empdial
wife going vacation next week. satying cabin west virginia.,joyful,empdial
alone day,sad,empdial
another one friend got married weekend. starting think soulmate got hit bus.,sad,empdial
"sister law new house, new range rover, work. spends time shopping jealous. want life so sign it.",angry,empdial
feel like blowing trumpet so happy. got medical marijuana card today.,joyful,empdial
so happy sister baby!,joyful,empdial
heard knock door 2 morning,anxious,empdial
passed class last semester. struggling college while.,joyful,empdial
store usually buy bird food raised price least 4 times.,angry,empdial
ready fall.,content,empdial
can't believe ex sent birthday gift!,anxious,empdial
friend punched drunk.,angry,empdial
birthday sister not tell anything party completely caught guard planned.,anxious,empdial
"grandmother major back surgery next week, im not looking forward",sad,empdial
dad passed away last year. left watch wear everyday. nice memento.,sad,empdial
"month move across country , could think day felt so short.",joyful,empdial
someone close passed away recently freak car accident. young great academically. hurt so much.,sad,empdial
cat ripped brand new couch! know animal might know better gift family!,angry,empdial
"impressed workshop went weekend, heard good speech",joyful,empdial
can't wait weekend. going disney world florida.,joyful,empdial
driving road night car died. sat car not light hours.,anxious,empdial
cat wont stop knocking plate,angry,empdial
know win wsop bracelet next summer.,content,empdial
told dog may severe health issues. like walk around much more. praying not something could end life early.,joyful,empdial
stepping dog poop,angry,empdial
son bullied school no one anything it.,angry,empdial
job interview yesterday. so good know got job!,content,empdial
daughter want get cartilage pierced. go tattoo shop done. not so sure allowing this.,anxious,empdial
"saw someone eat five pound burger crazy challenge earlier today. girl, too! sometimes people wild thing completely turn around expectation them.",joyful,empdial
"past month, three interview job. none called back. think incapable individual",sad,empdial
spent 2 hour helping daughter homework. found today never turned receive credit turning late. waste time.,angry,empdial
mom make babysit nephew time. sick it. brat.,angry,empdial
no real plan weekend sitting alone.,sad,empdial
"super upset yard received ticket too long yet abandoned house around 5ft tall grass. instead ticketing decent people, try stop rape shooting area deal abandoned houses.",angry,empdial
saw big ole rat taking garbage today. gross.,angry,empdial
knew dad going get better. flu knew would get better,content,empdial
really great job interview. thought well called said didnt get job.,sad,empdial
"playing tournament weekend, think win",joyful,empdial
wish taller.,angry,empdial
can't wait fall tv line up. best show come inthe fall,joyful,empdial
child sitting parent car storm started. playing gameboy car started shake. log went right car window couple minute storm starting.,anxious,empdial
one time saw something really cool guy's house barely liked. took even though like much help feel guilty.,sad,empdial
wanted kid life. finally gave birth first child! happiest ever been.,joyful,empdial
yesterday pet hamster died. turned two not moving very much. tearful felt body cold.,sad,empdial
can't get money control angry mysef.,angry,empdial
"hate feeling confident new hairstyle clothes wearing, someone make fun you? happen day. make want able hide background never try anything new",sad,empdial
"mowing lawn, rock flew broke neighbor's window.",sad,empdial
accidentally told best friend's secret mutual friend. feel so bad know wrong!,sad,empdial
went water park onetime top came going slide,anxious,empdial
mad didnt get day,angry,empdial
giant gash leg.,angry,empdial
suck seeing others make money me.,angry,empdial
"birthday present year, boyfriend got new fridge never happier birthday gift life.",content,empdial
can't believe ate so much pizza today... go diet,sad,empdial
girlfriend going away weekend visit family. very upset anyone spend weekend with!,sad,empdial
so mad can't play soccer season.,angry,empdial
"looking early work da vinci. say, genius inventive mind great individual quite breathtaking.",joyful,empdial
fiancee brought dinner stuck work late last night. so happy.,joyful,empdial
talked coworker yesterday told secret. told confidence. kept it.,content,empdial
like shopping thanksgiving dinner early so ready fight crowds.,content,empdial
working toward end year goal right now.,content,empdial
"so sister law. special ed teacher, cannot take time life actually raise kids.",angry,empdial
"brother got degree college, proud him. first family that.",joyful,empdial
there's new korean restaurant that's opening up.,joyful,empdial
waiting weekend,joyful,empdial
fantasy football draft tomorrow. done research ready draft great team!,content,empdial
"since last year hurricane irma hit area pretty hard. peak hurricane season year already gotten extra tank grill, small generator weather radio case!",content,empdial
felt guilty broke house window football,sad,empdial
favorite restaurant found hair food! never happened so obviously very angry.,anxious,empdial
going date weekend. pretty anxious it.,joyful,empdial
"last night, dumpster dive dinner so poor penniless. low point life.",angry,empdial
best friend recently moved another state seen,sad,empdial
love seing happy couple picture frame buy,sad,empdial
brother built fence himself. saved money hire people.,joyful,empdial
could ask better wife!,joyful,empdial
"not big fan water, like oceans, lakes, rivers. recently husband's family invited u weekend cabin lake. pontoon so thought fish hang out. husband made get water. so terrified something going eat me.",anxious,empdial
dad saved last piece pizza one night dinner. got middle night ate it.,sad,empdial
owl stare window. feel so scared happens.,anxious,empdial
fall asleep night someone loudly banged door. time got door could not see anyone. so much trouble going sleep night.,anxious,empdial
"argument manager. think let go soon,",joyful,empdial
"best friend childhood came town last week. supposed get together dinner one night, bailed last minute.",sad,empdial
faith girlfriend get u safely hotel. vacation.,content,empdial
"went 4th july music festival mother 6 year old daughter dressed leotard paraded around, horrible.",angry,empdial
hotdog tasted pretty funky. not sure gone bad.,anxious,empdial
watching niece playing make miss day youth.,content,empdial
"went town hall renew driving license. agent gave wrong information. him, wasted three months.",angry,empdial
lost money store.,sad,empdial
meal whataburger yesterday. satisfied meal.,content,empdial
coworkers tasked individual project whoever performed best would get promotion. coworker killed got promotion. really wish good her.,angry,empdial
roomful people felt like myself.,sad,empdial
"neighbor keep parking car front house instead obstruct view park front house. man, bother so much!",angry,empdial
"got letter mail today cousin. overseas thinking me, nice shock",anxious,empdial
phone bank overdraft charge charged error. still angry it.,angry,empdial
can't wait fall. summer heat killing me.,joyful,empdial
give speech front lot people. practiced two week perfect.,content,empdial
"year ago, run first 50 mile race. broken toe week prior very nervous going hold race.",anxious,empdial
came home outside window cat room broken. make feel scared bad neighborhood would like know happened home?,anxious,empdial
miss time thing less expensive like house.,content,empdial
mother law cannot mind business. always try bend husband's ear way thinking things.,angry,empdial
saw someone putting mayo ice cream. really nasty looking.,angry,empdial
disappointed bf fell wagon started acting again. went back old life moment.,sad,empdial
get selected leadership training class work. feel so let work!,sad,empdial
awoke noise night.,anxious,empdial
not even think losing money!,angry,empdial
would anyone ever eat pees?,angry,empdial
time went camping family. saw deer.,joyful,empdial
play tennis think tournament high school,content,empdial
so angry water heater broke.,angry,empdial
started new job recently felt uneasy first day.,anxious,empdial
"saw scary movie day, completely freaked out!",anxious,empdial
friend threw party birthday.,anxious,empdial
think high school day really bring fond memories.,sad,empdial
ex wife got divorce couple year back. hardest thing ever gone through.,sad,empdial
feel sorry gave,sad,empdial
"girlfriend working another country 2 years. afraid people meet, trust her.",content,empdial
sister ate snack bought yesterday,angry,empdial
wondering around abandon building once. started hear banging crawling walls. move inch.,anxious,empdial
"going dinner friend today, stuck work.",sad,empdial
kid went vacation parent week. feel so lost bored without here.,sad,empdial
got nice haircut shaved beard.,content,empdial
job interview coming adn little nervous it.,anxious,empdial
always donate change shop local drug store. make feel like i' something good.,content,empdial
son coming visit,joyful,empdial
get so mad see hear kid getting bullied. so unfair.,angry,empdial
ha car trouble weekend. pretty irritating,angry,empdial
lord placed u earth reason,content,empdial
"live alone, miss dinner parents.",sad,empdial
met friend way back elementary school. grew hottie!,anxious,empdial
"ever revisit place wonder, since so long, time went",content,empdial
very fortunate life so close grandparent alive.,joyful,empdial
starting first year college so afraid.,anxious,empdial
3 day go vacation. so ready beach! can't wait.,joyful,empdial
forgot make student loan payment month. scared affect credit score.,anxious,empdial
stayed night studying im sure passed ffinal,content,empdial
"extra credit hard work, still failed class.",angry,empdial
visiting haunted house trip really scared jump scares.,anxious,empdial
so scared go sleep kid. dark so creepy.,anxious,empdial
recently renovated home. so relaxing work done enjoy new space worked so hard on!,content,empdial
"watched old movies, disney always best. miss so much.",content,empdial
seen family months. feel so far apart them.,sad,empdial
friend got engaged girlfriend 6 months. cant even get second date,angry,empdial
saw stranger side road needed ride. not sure whether not pick up.,anxious,empdial
"dog threw 10,000 tuxedo. quite irate.",angry,empdial
hyped new super smash bros game coming switch soon,joyful,empdial
"friend work pregnant so excited. excited to, also worried since work lab very careful chemicals.",content,empdial
scared go home alone day,anxious,empdial
"walking home studying abroad another country, man following kind harassing verbally.",anxious,empdial
proud eagle winning superbowl last year,joyful,empdial
old bos put good word new organization helped land new job.,joyful,empdial
home broken so scary.,anxious,empdial
going try party sister. turned dad going able make town.,sad,empdial
"brother saw one favorite band last weeknd, wish could went",angry,empdial
best friend moving away. can't believe it.,sad,empdial
niece made bouquet flower garden. not expecting all.,anxious,empdial
little nervous driving tire,anxious,empdial
received unexpected parcel day,anxious,empdial
mom dying dont know do. felt scared next thing happened us.,anxious,empdial
couldnt believe got bonus work!,anxious,empdial
"diet thing going great! trying get fit wedding. one day feeling little blue, decide good idea eat full bar chocolate, 3 packet crisp 6 pack beer. definitely not helping diet.",sad,empdial
proposed girlfriend said yes. so happy did.,joyful,empdial
someone almost crashed,anxious,empdial
received unexpected parcel mail week,anxious,empdial
wasp room morning.,anxious,empdial
sent daughter school shopping friend first time. think going well without mommy,joyful,empdial
stopped light turn go car direction ran light. wanted chase give piece mind.,angry,empdial
"parent, daughter.",joyful,empdial
sad people like bully's others. real big turn off.,sad,empdial
surprised found close friend lottery.,anxious,empdial
"lottery, party time.",joyful,empdial
surprised went beach trip good friend florida lived two hour away plane.,anxious,empdial
getting promotion coming month. hard work paid off!!,joyful,empdial
went pount find new dog felt sorry dogs. so cute nice no one wanted them.,sad,empdial
lot problem girlfriend worked remained true other.,content,empdial
situation felt alone partner left me.,sad,empdial
really praying get promotion work! need extra money bos know want badly!,joyful,empdial
bonus year. so happy. can't wait see bank account.,joyful,empdial
left wallet office today.,angry,empdial
garbage bad broke spilled bed truck.,angry,empdial
spent long day planting garden. end happy accomplished felt good myself.,content,empdial
mother died yesterday so sudden. mess right can't believe happening.,sad,empdial
very mad dad lost job. felt like wronged,angry,empdial
"friend mine showed door, seen year",anxious,empdial
love ice creams. eat 2 cup ice cream today. much happy it.,joyful,empdial
"going old box day found bunch note passed girlfriend high school..... ahh, first love....",sad,empdial
found old box baby's umbilical cord stump brought back memories.,sad,empdial
really miss family. hard 800 mile away,sad,empdial
people need stop letting dog poop yard!,angry,empdial
girl asked said no,sad,empdial
saw dog eating dead bird ground. really gross see.,angry,empdial
one time friend went movie one ate edible weed started panic. got really worried something might wrong too high waited sober left movie early.,anxious,empdial
mother recently diagnosed cancer. move so could look,content,empdial
looking forward seeing movie last weekend. wanted see summer,joyful,empdial
"went casino spouse, lo behold large amount money.",joyful,empdial
"lost 20 pounds, very happy achievement.",joyful,empdial
felt lost give dog away last summer. sad,sad,empdial
feel great future brother.,joyful,empdial
"get emotional thinking brothers, really important",sad,empdial
working getting grad school. making get paperwork together.,content,empdial
nervous trying drive familiar,anxious,empdial
lost favorite jacket can't find it. quite expensive not easily replaced,angry,empdial
"content life right now, everything going well part",content,empdial
forgot inform co worker meeting client. feel bad reason missed opportunity,sad,empdial
"brother took favorite tanktop play basketball teenagers. ended getting scuffle someone courts, shirt got torn two..",angry,empdial
"used nervous getting pool little kid would remind almost drowned...but swimming lesson took care that, glad parent pushed gave confidence swim team",anxious,empdial
cat died last year,sad,empdial
cant wait halloween get,joyful,empdial
sure getting promotion feb.,content,empdial
friend randomly gave gift nowhere. expecting specific occassion,anxious,empdial
got job offer different company benefit sound good not sure take,anxious,empdial
school start back 2 weeks. bit nervous new student class have.,anxious,empdial
so much love wife.,joyful,empdial
someone crashed car yesterday.,angry,empdial
scared night walk home alone,anxious,empdial
get angry people not sincere,angry,empdial
school starting back get break kids.,joyful,empdial
can't believe stole food soup kitchen.,sad,empdial
today going dentist going first root canal done ever along three teeth worked on. knew would numbed came price needle used. very nervous worried.,anxious,empdial
mother law offered buy u basically furniture nursery.,anxious,empdial
got burger million onion today specifically asked no onions. im allergic.,angry,empdial
volunteer local rescue. extremely abused dog come kept stroke due fear. despite fear let sit even gave kisses. fell love moment,content,empdial
storming last weekend. pretty scary,anxious,empdial
waiting mark come online exams. went hard.,joyful,empdial
cant wait see wife get birthday!,joyful,empdial
there's thunderstorm forecast tonight. hope get too bad.,anxious,empdial
"always excited taco bell new menu item, little let buy nacho fries.",sad,empdial
found old playlist phone today. like reliving moment life.,content,empdial
lost house fire last year. friend banded together help way could think of.,joyful,empdial
so ready drop kid school monday,content,empdial
sister law horrible parent. sleep day never care nor know son are.,angry,empdial
sister best friend passed away.,sad,empdial
worked project job week. team picked presentation.,joyful,empdial
watched scary movie lasy. so many nightmares.,angry,empdial
really like people new car cant affors one.,angry,empdial
"received call month ago said dad er. stroke, given medicine really fast ok back work.",anxious,empdial
racoon dumpster last night taking trash.,anxious,empdial
went old yearbook,content,empdial
always faithful girlfiend almost 3 year,content,empdial
wife talked bungee jumping couple week ago! insane scared mind!,anxious,empdial
"pulled drive way saw dog chainand gotton yard. something told get dog put back chain going end ran , well listen sure enough dog hit car shortly afterward dead.",sad,empdial
pretty envious brother got cd wanted. favorite band,angry,empdial
felt like weekend fine. got relax,content,empdial
hellp syndrome 1st child. almost died,anxious,empdial
"broke arm, knew brother going get hospital. faith world",content,empdial
knew would pas test studying,content,empdial
finally got go vacation,joyful,empdial
saw possum snake duke camping trip.,anxious,empdial
wish grandma still alive.,sad,empdial
trusted brother day regret,content,empdial
went go get snack kitchen realized kid ate all.,sad,empdial
"president trump threatening tariff importing foreign products, concerned price rise everyday product",anxious,empdial
buying everyone shake today work.,anxious,empdial
store found twenty dollar bill ground! so happy,joyful,empdial
"party weekend, went got food ahead time.",content,empdial
brother dumped cards.,angry,empdial
line promotion work found didnt get it. feel quite sad,sad,empdial
dropped phone earlier screen shattered. im so mad. phone really expensive get fixed,angry,empdial
so happy found going trip last weekend. going fun,joyful,empdial
"flight delayed 7 hour due weather, mad.",angry,empdial
"last week, give speech. very nervous so practiced over. time came, ready went awesome.",content,empdial
"old man always come restaurant glass water napkins. todaay saw us napkin for. witnessed using like q tip clean ears, wish hadnt seen it!",angry,empdial
"wife went town week work, got say, pretty lonely.",sad,empdial
husband want take job another state. not sure good idea uproot kid like right now.,anxious,empdial
pretty angry today traffic. make mad,angry,empdial
presentation work sure going great!,content,empdial
"tried new recipe day. looked really hard, came great!",joyful,empdial
went scary corn maze got spooked one people it!,anxious,empdial
very good feeling upcoming football season.,joyful,empdial
lost 40 pound eating right going gym. people surprised results.,joyful,empdial
vividly remember first time dad took training wheel bicycle,content,empdial
gonna ask best friend weekend.,content,empdial
colleague waiting biopsy results. worried her.,content,empdial
last night watching really great movie bowl pop corn hubby. so comfortable.,content,empdial
interview,joyful,empdial
prepared so hard so know ill win trophy,content,empdial
sister miscarriage,sad,empdial
want get new job.,joyful,empdial
everything going great right now. would not want change thing.,content,empdial
looking old photo albums. brought so many memories.,content,empdial
ate favorite restaurant earlier feeling better ever afterwards!,content,empdial
"got lot done week, made good money, got thing needed, wanted still saved up! no big upsets, good week!",content,empdial
friend sold book publisher bit jealous.,angry,empdial
received degree criticism supervisor quality work did. feel very uncertain perspective company,anxious,empdial
long term girlfriend. never never cheat,content,empdial
really looking forward starting new semester next week. really looking forward it.,joyful,empdial
ran mile 6 minute today. so shocked.,anxious,empdial
friend beautiful girlfriend. lucky guy.,angry,empdial
"couple year ago live hurricane matthew aiming directly towards us. so worried, glued tv lost power, radio!",anxious,empdial
little dog like new girlfriend too much,angry,empdial
son graduated high school. one ex girlfriend pushed past mother get him. jumped hugged 10 minute let get anywhere near son,angry,empdial
life so good. everything could want.,content,empdial
last week entered contest win ipad work today got news won!,anxious,empdial
went ski resort friend spring break colorado. very special,joyful,empdial
can't wait saturday!,joyful,empdial
so scared go apartment building night. so many roaches!,anxious,empdial
friend decided lie cheating another girl confronted clear evidence. made sad know friend people like,sad,empdial
fall coming family used big festival every year. wish still that.,content,empdial
daughter moved grade already knew information.,anxious,empdial
get sad think parents. gone year,sad,empdial
ran gas traveling across state no idea was.,anxious,empdial
deciding move across country really nervous whole idea it. almost got cold feet.,anxious,empdial
getting promotion.,content,empdial
today work coworker not nearly much work rest u annoying,angry,empdial
get sentimental see child parent show affection other.,sad,empdial
watching youtube video yesterday asian guy chopping full grown banana tree muay thai kicks...it pretty awesome,joyful,empdial
big meeting practice hour hour get everything ready,content,empdial
replaced headlight truck one went inside week.,sad,empdial
"17, held neighbor's baby puked me. phase time terrible.",angry,empdial
"life easier before. less lay easier buy house. now, everything expensive complicated.",content,empdial
"finally getting new phone soon, can't wait old one almost dead.",joyful,empdial
put snow tire sale craigslist. first time many year selling craigslist bad experience so hope go well.,content,empdial
"once, girlfriend came visit work lunch, awsome",anxious,empdial
never get tired looking texas chainsaw massacre,content,empdial
turn professor millionaire.,anxious,empdial
love able home kid,content,empdial
800 mile family,sad,empdial
got check mail,anxious,empdial
cat sick couple day first got,content,empdial
one rent buy furniture store day course got hounded salesman. pitching unrealistic sounding deal kitchen table totally believe. so hard get leave alone.,anxious,empdial
remeber time buddy backflip school,joyful,empdial
"jobless 6 month now. next week, five interviews. hope hire one positions.",joyful,empdial
accidentally made mistake bank account account. managed try withdraw too much money got hit 25 overdraft fee. quite frustrating annoying!,sad,empdial
"earlier guy cut road, driving box truck saw life flash eyes.",anxious,empdial
left book bag outside overnight. live south there's lot palmetto bug cockroach . went got morning... filled things!,angry,empdial
mom bought bunch energy drink get myself. relief!,anxious,empdial
envy people eat lot not gain weight. not fair.,angry,empdial
daughter going order pizza. so hungry.,anxious,empdial
neighbor party weekend. woke next morning trash yard,angry,empdial
mommy deer got hit car front house two very little baby left wondering around area . leave afraid going go road.,anxious,empdial
can't wait tomorrow. meeting people went school,anxious,empdial
bugged room mate take trash out. turn to.,angry,empdial
remember kid use play day streetlight came on. favorite playing kickball street.,content,empdial
got mark back english test. scored 40 .,sad,empdial
used want almost every career available. want decent paying job.,content,empdial
extremely upset 2 people not show play flag football. told going come day before.,angry,empdial
bit shocked someone so nice morning so rotten yesterday. can't deal people huge mood swings.,anxious,empdial
watched movie notebook day not happy movie,sad,empdial
best friend stole car last week. want beat,angry,empdial
"two best friend moved away, felt pretty depressed miss lot.",sad,empdial
"stepped dog poop taking walk day, ugh.",angry,empdial
"am, another night alone. ever feel like alone forever?",sad,empdial
even though not rich yet wake every day gratitude living life term,joyful,empdial
hope got job last week applied,joyful,empdial
getting ready give big presentation work. really prepared still felt super nervous it.,anxious,empdial
"health check tomorrow, bit nervous go. while.",anxious,empdial
so upset michael jackson died.,angry,empdial
"husband going camping forgot overnight bag. luckily, grabbed",content,empdial
